"name","voice","condPlayer","condMap","alias","alwaysPlay","requireAddressee","dialogue"
"ping_spotSpiderEgg","wattson","crypto","","diag_mp_wattson_ping_spotSpiderEgg_calm_condCrypto",false,false,""
"//ping_thanks (disabled 12.0)","wattson","ash","","diag_mp_wattson_ping_thanks_condAsh",true,false,""
"//ping_thanks (disabled 12.0)","wattson","horizon","","diag_mp_wattson_ping_thanks_condHorizon",true,false,""
"","","","","",false,false,""
"bc_arenasMatchPointEnemy","horizon","ash","","diag_mp_horizon_bc_arenasMatchPointEnemy_condAsh_%perspective%",true,false,""
"bc_arenasMatchPointSquad","horizon","ash","","diag_mp_horizon_bc_arenasMatchPointSquad_condAsh_%perspective%",true,false,""
"bc_circleClosingFinal","horizon","ash","","diag_mp_horizon_bc_circleClosingFinal_condAsh_%perspective%",true,false,""
"bc_circleMovesNag10Sec_close","horizon","ash","","diag_mp_horizon_bc_circleMovesNag10Sec_close_condAsh_%perspective%",true,false,""
"bc_circleMovesNag1Min_close","horizon","ash","","diag_mp_horizon_bc_circleMovesNag1Min_close_condAsh_%perspective%",true,false,""
"bc_circleMovesNag30Sec_close","horizon","ash","","diag_mp_horizon_bc_circleMovesNag30Sec_close_condAsh_%perspective%",true,false,""
"bc_circleMovesNag45Sec_close","horizon","ash","","diag_mp_horizon_bc_circleMovesNag45Sec_close_condAsh_%perspective%",true,false,""
"bc_circleMoving_allOutside","horizon","ash","","diag_mp_horizon_bc_circleMoving_allOutside_condAsh_%perspective%",true,false,""
"bc_circleTimerStartFinal","horizon","ash","","diag_mp_horizon_bc_circleTimerStartFinal_condAsh_%perspective%",true,false,""
"bc_congratsKill","horizon","ash","","diag_mp_horizon_bc_congratsKill_condAsh_%perspective%",true,true,""
"bc_droppingCarePack","horizon","ash","","diag_mp_horizon_bc_droppingCarePack_condAsh_%perspective%",true,false,""
"bc_gotFriendlyBanner","horizon","ash","","diag_mp_horizon_bc_gotFriendlyBanner_condAsh_%perspective%",true,false,""
"bc_killLeaderNew","horizon","ash","","diag_mp_horizon_bc_killLeaderNew_condAsh_%perspective%",true,false,""
"bc_nextCircleFar","horizon","ash","","diag_mp_horizon_bc_nextCircleFar_condAsh_%perspective%",true,false,""
"bc_podLeaderLaunch","horizon","ash","","diag_mp_horizon_bc_podLeaderLaunch_condAsh_%perspective%",true,false,""
"bc_reviveThanks","horizon","ash","","diag_mp_horizon_bc_reviveThanks_condAsh_%perspective%",true,false,""
"bc_revivingPlayer","horizon","ash","","diag_mp_horizon_bc_revivingPlayer_condAsh_%perspective%",true,false,""
"bc_scatteredNag","horizon","ash","","diag_mp_horizon_bc_scatteredNag_condAsh_%perspective%",true,false,""
"bc_squadmateBecomesKillLeader","horizon","ash","","diag_mp_horizon_bc_squadmateBecomesKillLeader_condAsh_%perspective%",true,true,""
"bc_squadsLeft2","horizon","ash","","diag_mp_horizon_bc_squadsLeft2_condAsh_%perspective%",true,false,""
"bc_squadsLeft3","horizon","ash","","diag_mp_horizon_bc_squadsLeft3_condAsh_%perspective%",true,false,""
"bc_squadsLeftHalf","horizon","ash","","diag_mp_horizon_bc_squadsLeftHalf_condAsh_%perspective%",true,false,""
"bc_tridentEnter","horizon","ash","","diag_mp_horizon_bc_tridentEnter_condAsh_%perspective%",true,false,""
"bc_tridentJoin","horizon","ash","","diag_mp_horizon_bc_tridentJoin_condAsh_%perspective%",true,true,""
"bc_twoSquaddiesLeft","horizon","ash","","diag_mp_horizon_bc_twoSquaddiesLeft_condAsh_%perspective%",true,false,""
"bc_weKilledChampion","horizon","ash","","diag_mp_horizon_bc_weKilledChampion_condAsh_%perspective%",true,false,""
"bc_weKilledKillLeader","horizon","ash","","diag_mp_horizon_bc_weKilledKillLeader_condAsh_%perspective%",true,false,""
"bc_weTookFirstBlood","horizon","ash","","diag_mp_horizon_bc_weTookFirstBlood_condAsh_%perspective%",true,false,""
"ping_cluePresence","horizon","ash","","diag_mp_horizon_ping_cluePresence_calmFar_condAsh",true,false,""
"ping_deathBox","horizon","ash","","diag_mp_horizon_ping_deathBox_calm_condAsh",true,false,""
"ping_explosiveHoldRequest","horizon","ash","","diag_mp_horizon_ping_explosiveHoldRequest_calm_condAsh",true,false,""
"ping_grabCard","horizon","ash","","diag_mp_horizon_ping_grabCard_calm_condAsh",true,false,""
"ping_markerNo","horizon","ash","","diag_mp_horizon_ping_markerNo_calm_condAsh",true,false,""
"ping_markerRedact","horizon","ash","","diag_mp_horizon_ping_markerRedact_calm_condAsh",true,false,""
"ping_markerWait","horizon","ash","","diag_mp_horizon_ping_markerWait_calm_condAsh",true,false,""
"ping_markerWantThat","horizon","ash","","diag_mp_horizon_ping_markerWantThat_calm_condAsh",true,false,""
"ping_markerYes","horizon","ash","","diag_mp_horizon_ping_markerYes_calm_condAsh",true,false,""
"ping_reviveYoureWelcome","horizon","ash","","diag_mp_horizon_ping_reviveYoureWelcome_calm_condAsh",true,false,""
"ping_thanks","horizon","ash","","diag_mp_horizon_ping_thanks_condAsh",true,false,""
"ping_youreWelcome","horizon","ash","","diag_mp_horizon_ping_youreWelcome_calm_condAsh",true,false,""
"","","","","",false,false,""
"//bc_reviveThanks (disabled 12.0)","ash","crypto","","diag_mp_ash_bc_reviveThanks_condCrypto_%perspective%",true,false,""
"bc_reviveThanks","ash","gibraltar","","diag_mp_ash_bc_reviveThanks_condGibraltar_%perspective%",true,false,""
"bc_reviveThanks","ash","horizon","","diag_mp_ash_bc_reviveThanks_condHorizon_%perspective%",true,false,""
"bc_reviveThanks","ash","pathfinder","","diag_mp_ash_bc_reviveThanks_condPathfinder_%perspective%",true,false,""
"bc_reviveThanks","ash","revenant","","diag_mp_ash_bc_reviveThanks_condRevenant_%perspective%",true,false,""
"bc_revivingPlayer","ash","horizon","","diag_mp_ash_bc_revivingPlayer_condHorizon_%perspective%",true,false,""
"bc_revivingPlayer","ash","pathfinder","","diag_mp_ash_bc_revivingPlayer_condPathfinder_%perspective%",true,false,""
"bc_revivingPlayer","ash","revenant","","diag_mp_ash_bc_revivingPlayer_condRevenant_%perspective%",true,false,""
"bc_tridentEnter","ash","horizon","","diag_mp_ash_bc_tridentEnter_condHorizon_%perspective%",true,false,""
"bc_tridentJoin","ash","horizon","","diag_mp_ash_bc_tridentJoin_condHorizon_%perspective%",true,true,""
"bc_twoSquaddiesLeft","ash","pathfinder","","diag_mp_ash_bc_twoSquaddiesLeft_condPathfinder_%perspective%",false,false,""
"ping_reviveYoureWelcome","ash","horizon","","diag_mp_ash_ping_reviveYoureWelcome_calm_condHorizon",true,false,""
"ping_reviveYoureWelcome","ash","pathfinder","","diag_mp_ash_ping_reviveYoureWelcome_calm_condPathfinder",true,false,""
"ping_reviveYoureWelcome","ash","revenant","","diag_mp_ash_ping_reviveYoureWelcome_calm_condRevenant",true,false,""
"ping_thanks","ash","horizon","","diag_mp_ash_ping_thanks_condHorizon",true,false,""
"//ping_thanks (disabled 12.0)","ash","loba","","diag_mp_ash_ping_thanks_condLoba",true,false,""
"ping_thanks","ash","pathfinder","","diag_mp_ash_ping_thanks_condPathfinder",true,false,""
"ping_youreWelcome","ash","horizon","","diag_mp_ash_ping_youreWelcome_calm_condHorizon",true,false,""
"ping_youreWelcome","ash","pathfinder","","diag_mp_ash_ping_youreWelcome_calm_condPathfinder",true,false,""
"//ping_youreWelcome (disabled 12.0)","ash","wattson","","diag_mp_ash_ping_youreWelcome_calm_condWattson",true,false,""
"","","","","",false,false,""
"//S12","","","","",false,false,""
"bc_revivingPlayer","ash","gibraltar","","diag_mp_ash_bc_revivingPlayer_condGibraltar_%perspective%",true,false,""
"ping_reviveYoureWelcome","ash","gibraltar","","diag_mp_ash_ping_reviveYoureWelcome_calm_condGibraltar",true,false,""
"//bc_reviveThanks   (disabled 14.0)","bangalore","wraith","","diag_mp_bangalore_bc_reviveThanks_condWraith_%perspective%",true,false,""
"//bc_revivingPlayer   (disabled 12.1)","bangalore","wraith","","diag_mp_bangalore_bc_revivingPlayer_condWraith_%perspective%",true,false,""
"//ping_reviveYoureWelcome   (disabled 12.1)","bangalore","wraith","","diag_mp_bangalore_ping_reviveYoureWelcome_calm_condWraith",true,false,""
"//ping_thanks   (disabled 13.0)","bloodhound","madmaggie","","diag_mp_bloodhound_ping_thanks_condMadMaggie",true,false,""
"//ping_youreWelcome   (disabled 13.0)","bloodhound","madmaggie","","diag_mp_bloodhound_ping_youreWelcome_calm_condMadMaggie",true,false,""
"bc_revivingPlayer","crypto","octane","","diag_mp_crypto_bc_revivingPlayer_condOctane_%perspective%",true,false,""
"ping_reviveYoureWelcome","crypto","octane","","diag_mp_crypto_ping_reviveYoureWelcome_calm_condOctane",true,false,""
"bc_reviveThanks","gibraltar","ash","","diag_mp_gibraltar_bc_reviveThanks_condAsh_%perspective%",true,false,""
"bc_reviveThanks","lifeline","madmaggie","","diag_mp_lifeline_bc_reviveThanks_condMadMaggie_%perspective%",true,false,""
"//ping_thanks   (disabled 14.0)","loba","bangalore","","diag_mp_loba_ping_thanks_condBangalore",true,false,""
"bc_reviveThanks","octane","crypto","","diag_mp_octane_bc_reviveThanks_condCrypto_%perspective%",true,false,""
"ping_reviveYoureWelcome","revenant","loba","","diag_mp_revenant_ping_reviveYoureWelcome_calm_condLoba",true,false,""
"//bc_reviveThanks   (disabled 12.1)","wraith","bangalore","","diag_mp_wraith_bc_reviveThanks_condBangalore_%perspective%",true,false,""
"//bc_revivingPlayer   (disabled 14.0)","wraith","bangalore","","diag_mp_wraith_bc_revivingPlayer_condBangalore_%perspective%",true,false,""
"//ping_reviveYoureWelcome   (disabled 14.0)","wraith","bangalore","","diag_mp_wraith_ping_reviveYoureWelcome_calm_condBangalore",true,false,""
"","","","","",false,false,""
"bc_reviveThanks","madmaggie","fuse","","diag_mp_madmaggie_bc_reviveThanks_condFuse_%perspective%",true,false,""
"bc_revivingPlayer","madmaggie","fuse","","diag_mp_madmaggie_bc_revivingPlayer_condFuse_%perspective%",true,false,""
"bc_revivingPlayer","madmaggie","lifeline","","diag_mp_madmaggie_bc_revivingPlayer_condLifeline_%perspective%",true,false,""
"bc_tridentEnter","madmaggie","fuse","","diag_mp_madmaggie_bc_tridentEnter_condFuse_%perspective%",true,false,""
"bc_tridentJoin","madmaggie","fuse","","diag_mp_madmaggie_bc_tridentJoin_condFuse_%perspective%",true,true,""
"ping_foundFrag","madmaggie","fuse","","diag_mp_madmaggie_ping_foundFrag_calm_condFuse",true,false,""
"ping_mrvnArm","madmaggie","fuse","","diag_mp_madmaggie_ping_mrvnArm_calm_condFuse",true,false,""
"ping_reviveYoureWelcome","madmaggie","fuse","","diag_mp_madmaggie_ping_reviveYoureWelcome_calm_condFuse",true,false,""
"//ping_thanks   (disabled 13.0)","madmaggie","bloodhound","","diag_mp_madmaggie_ping_thanks_condBloodhound",true,false,""
"ping_thanks","madmaggie","fuse","","diag_mp_madmaggie_ping_thanks_condFuse",true,false,""
"//ping_youreWelcome   (disabled 13.0)","madmaggie","bloodhound","","diag_mp_madmaggie_ping_youreWelcome_calm_condBloodhound",true,false,""
"ping_youreWelcome","madmaggie","fuse","","diag_mp_madmaggie_ping_youreWelcome_calm_condFuse",true,false,""
"//ping_youreWelcome   (disabled 13.0)","madmaggie","lifeline","","diag_mp_madmaggie_ping_youreWelcome_calm_condLifeline",true,false,""
"","","","","",false,false,""
"bc_frag","fuse","madmaggie","","diag_mp_fuse_bc_frag_condMadMaggie_%perspective%",false,false,""
"bc_fuse_frag","fuse","madmaggie","","diag_mp_fuse_bc_frag_alt_condMadMaggie_%perspective%",false,false,""
"bc_reviveThanks","fuse","madmaggie","","diag_mp_fuse_bc_reviveThanks_condMadMaggie_%perspective%",true,false,""
"bc_revivingPlayer","fuse","madmaggie","","diag_mp_fuse_bc_revivingPlayer_condMadMaggie_%perspective%",true,false,""
"bc_ringFlareOpeningNear","fuse","madmaggie","","diag_mp_fuse_bc_ringFlareOpeningNear_condMadMaggie_%perspective%",true,false,""
"bc_super","fuse","madmaggie","","diag_mp_fuse_bc_super_condMadMaggie_%perspective%",false,false,""
"bc_tridentEnter","fuse","madmaggie","","diag_mp_fuse_bc_tridentEnter_condMadMaggie_%perspective%",true,false,""
"bc_tridentJoin","fuse","madmaggie","","diag_mp_fuse_bc_tridentJoin_condMadMaggie_%perspective%",true,true,""
"ping_foundFrag","fuse","madmaggie","","diag_mp_fuse_ping_foundFrag_calm_condMadMaggie",true,false,""
"ping_mrvnArm","fuse","madmaggie","","diag_mp_fuse_ping_mrvnArm_calm_condMadMaggie",true,false,""
"ping_reviveYoureWelcome","fuse","madmaggie","","diag_mp_fuse_ping_reviveYoureWelcome_calm_condMadMaggie",true,false,""
"ping_thanks","fuse","madmaggie","","diag_mp_fuse_ping_thanks_condMadMaggie",true,false,""
"ping_youreWelcome","fuse","madmaggie","","diag_mp_fuse_ping_youreWelcome_calm_condMadMaggie",true,false,""
"","","","","",false,false,""
"//S12.1","","","","",false,false,""
"ping_reviveYoureWelcome","lifeline","octane","","diag_mp_lifeline_ping_reviveYoureWelcome_calm_condOctane",true,false,""
"ping_reviveYoureWelcome","octane","lifeline","","diag_mp_octane_ping_reviveYoureWelcome_calm_condLifeline",true,false,""
"","","","","",false,false,""
"//S13","","","","",false,false,""
"ping_youreWelcome","ash","valkyrie","","diag_mp_ash_ping_youreWelcome_calm_condValkyrie",true,false,""
"bc_reviveThanks","bangalore","newcastle","","diag_mp_bangalore_bc_reviveThanks_condNewcastle_%perspective%",true,false,""
"//bc_reviveThanks   (disabled 14.0)","bangalore","revenant","","diag_mp_bangalore_bc_reviveThanks_condRevenant_%perspective%",true,false,""
"bc_revivingPlayer","bangalore","newcastle","","diag_mp_bangalore_bc_revivingPlayer_condNewcastle_%perspective%",true,false,""
"//bc_revivingPlayer   (disabled 14.0)","bangalore","revenant","","diag_mp_bangalore_bc_revivingPlayer_condRevenant_%perspective%",true,false,""
"ping_markerComingToHelp","bangalore","newcastle","","diag_mp_bangalore_ping_markerComingToHelp_calm_condNewcastle",true,false,""
"ping_reviveYoureWelcome","bangalore","newcastle","","diag_mp_bangalore_ping_reviveYoureWelcome_calm_condNewcastle",true,false,""
"//ping_reviveYoureWelcome   (disabled 14.0)","bangalore","revenant","","diag_mp_bangalore_ping_reviveYoureWelcome_calm_condRevenant",true,false,""
"ping_thanks","bangalore","newcastle","","diag_mp_bangalore_ping_thanks_condNewcastle",true,false,""
"ping_youreWelcome","bangalore","newcastle","","diag_mp_bangalore_ping_youreWelcome_calm_condNewcastle",true,false,""
"bc_revivingPlayer","lifeline","madmaggie","","diag_mp_lifeline_bc_revivingPlayer_condMadMaggie_%perspective%",true,false,""
"ping_reviveYoureWelcome","lifeline","madmaggie","","diag_mp_lifeline_ping_reviveYoureWelcome_calm_condMadMaggie",true,false,""
"bc_reviveThanks","madmaggie","lifeline","","diag_mp_madmaggie_bc_reviveThanks_condLifeline_%perspective%",true,false,""
"ping_reviveYoureWelcome","madmaggie","lifeline","","diag_mp_madmaggie_ping_reviveYoureWelcome_calm_condLifeline",true,false,""
"bc_reviveThanks","newcastle","bangalore","","diag_mp_newcastle_bc_reviveThanks_condBangalore",true,false,""
"bc_revivingPlayer","newcastle","bangalore","","diag_mp_newcastle_bc_revivingPlayer_condBangalore",true,false,""
"ping_markerComingToHelp","newcastle","bangalore","","diag_mp_newcastle_ping_markerComingToHelp_calm_condBangalore",true,false,""
"ping_reviveYoureWelcome","newcastle","bangalore","","diag_mp_newcastle_ping_reviveYoureWelcome_calm_condBangalore",true,false,""
"ping_thanks","newcastle","bangalore","","diag_mp_newcastle_ping_thanks_condBangalore",true,false,""
"//ping_thanks   (disabled 14.0)","newcastle","valkyrie","","diag_mp_newcastle_ping_thanks_condValkyrie",true,false,""
"ping_thanks","newcastle","wraith","","diag_mp_newcastle_ping_thanks_condWraith",true,false,""
"ping_youreWelcome","newcastle","bangalore","","diag_mp_newcastle_ping_youreWelcome_calm_condBangalore",true,false,""
"//ping_youreWelcome   (disabled 14.0)","newcastle","valkyrie","","diag_mp_newcastle_ping_youreWelcome_calm_condValkyrie",true,false,""
"ping_youreWelcome","newcastle","wraith","","diag_mp_newcastle_ping_youreWelcome_calm_condWraith",true,false,""
"//bc_reviveThanks   (disabled 14.0)","revenant","bangalore","","diag_mp_revenant_bc_reviveThanks_condBangalore_%perspective%",true,false,""
"//bc_revivingPlayer   (disabled 14.0)","revenant","bangalore","","diag_mp_revenant_bc_revivingPlayer_condBangalore_%perspective%",true,false,""
"//ping_reviveYoureWelcome   (disabled 14.0)","revenant","bangalore","","diag_mp_revenant_ping_reviveYoureWelcome_calm_condBangalore",true,false,""
"ping_thanks","valkyrie","ash","","diag_mp_valkyrie_ping_thanks_condAsh",true,false,""
"//ping_thanks   (disabled 14.0)","valkyrie","newcastle","","diag_mp_valkyrie_ping_thanks_condNewcastle",true,false,""
"//ping_youreWelcome   (disabled 14.0)","valkyrie","newcastle","","diag_mp_valkyrie_ping_youreWelcome_calm_condNewcastle",true,false,""
"ping_thanks","wraith","newcastle","","diag_mp_wraith_ping_thanks_condNewcastle",true,false,""
"ping_youreWelcome","wraith","newcastle","","diag_mp_wraith_ping_youreWelcome_calm_condNewcastle",true,false,""
"","","","","",false,false,""
"//S13.1","","","","",false,false,""
"//ping_thanks   (disabled 14.0)","fuse","seer","","diag_mp_fuse_ping_thanks_condSeer",true,false,""
"ping_thanks","octane","seer","","diag_mp_octane_ping_thanks_condSeer",true,false,""
"//ping_thanks   (disabled 16.0)","rampart","seer","","diag_mp_rampart_ping_thanks_condSeer",true,false,""
"//ping_youreWelcome   (disabled 14.0)","seer","fuse","","diag_mp_seer_ping_youreWelcome_calm_condFuse",true,false,""
"ping_youreWelcome","seer","octane","","diag_mp_seer_ping_youreWelcome_calm_condOctane",true,false,""
"//ping_youreWelcome   (disabled 16.0)","seer","rampart","","diag_mp_seer_ping_youreWelcome_calm_condRampart",true,false,""
"","","","","",false,false,""
"//S14","","","","",false,false,""
"//ping_thanks   (disalbed 15.0)","bloodhound","vantage","","diag_mp_bloodhound_ping_thanks_condVantage",true,false,""
"//ping_youreWelcome   (disabled 15.0)","bloodhound","vantage","","diag_mp_bloodhound_ping_youreWelcome_calm_condVantage",true,false,""
"//ping_thanks   (disabled 15.0)","lifeline","vantage","","diag_mp_lifeline_ping_thanks_condVantage",true,false,""
"//ping_youreWelcome   (disabled 15.0)","lifeline","vantage","","diag_mp_lifeline_ping_youreWelcome_calm_condVantage",true,false,""
"//ping_thanks   (disabled 15.0)","madmaggie","vantage","","diag_mp_madmaggie_ping_thanks_condVantage",true,false,""
"//ping_youreWelcome   (disabled 15.0)","madmaggie","vantage","","diag_mp_madmaggie_ping_youreWelcome_calm_condVantage",true,false,""
"ping_thanks","mirage","newcastle","","diag_mp_mirage_ping_thanks_condNewcastle",true,false,""
"//ping_thanks   (disalbed 14.1)","mirage","pathfinder","","diag_mp_mirage_ping_thanks_condPathfinder",true,false,""
"//ping_thanks   (disabled 15.0)","mirage","vantage","","diag_mp_mirage_ping_thanks_condVantage",true,false,""
"ping_youreWelcome","mirage","newcastle","","diag_mp_mirage_ping_youreWelcome_calm_condNewcastle",true,false,""
"//ping_youreWelcome   (disabled 15.0)","mirage","vantage","","diag_mp_mirage_ping_youreWelcome_calm_condVantage",true,false,""
"ping_thanks","newcastle","mirage","","diag_mp_newcastle_ping_thanks_condMirage",true,false,""
"ping_youreWelcome","newcastle","mirage","","diag_mp_newcastle_ping_youreWelcome_calm_condMirage",true,false,""
"//ping_youreWelcome   (disabled 14.1)","pathfinder","mirage","","diag_mp_pathfinder_ping_youreWelcome_calm_condMirage",true,false,""
"//bc_reviveThanks   (disabled 14.1)","rampart","seer","","diag_mp_rampart_bc_reviveThanks_condSeer_%perspective%",true,false,""
"//bc_revivingPlayer   (disabled 14.1)","rampart","seer","","diag_mp_rampart_bc_revivingPlayer_condSeer_%perspective%",true,false,""
"//ping_reviveYoureWelcome   (disabled 14.1)","rampart","seer","","diag_mp_rampart_ping_reviveYoureWelcome_calm_condSeer",true,false,""
"//ping_thanks   (disalbed 14.1)","revenant","seer","","diag_mp_revenant_ping_thanks_condSeer",true,false,""
"//bc_reviveThanks   (disabled 14.1)","seer","rampart","","diag_mp_seer_bc_reviveThanks_condRampart_%perspective%",true,false,""
"//bc_revivingPlayer   (disabled 14.1)","seer","rampart","","diag_mp_seer_bc_revivingPlayer_condRampart_%perspective%",true,false,""
"//ping_reviveYoureWelcome   (disabled 14.1)","seer","rampart","","diag_mp_seer_ping_reviveYoureWelcome_calm_condRampart",true,false,""
"//ping_youreWelcome   (disabled 14.1)","seer","revenant","","diag_mp_seer_ping_youreWelcome_calm_condRevenant",true,false,""
"//ping_thanks   (disabled 15.0)","vantage","bloodhound","","diag_mp_vantage_ping_thanks_condBloodhound",true,false,""
"//ping_thanks   (disabled 15.0)","vantage","lifeline","","diag_mp_vantage_ping_thanks_condLifeline",true,false,""
"//ping_thanks   (disabled 15.0)","vantage","madmaggie","","diag_mp_vantage_ping_thanks_condMadMaggie",true,false,""
"//ping_thanks   (disabled 15.0)","vantage","mirage","","diag_mp_vantage_ping_thanks_condMirage",true,false,""
"//ping_youreWelcome   (disabled 15.0)","vantage","bloodhound","","diag_mp_vantage_ping_youreWelcome_calm_condBloodhound",true,false,""
"//ping_youreWelcome   (disabled 15.0)","vantage","lifeline","","diag_mp_vantage_ping_youreWelcome_calm_condLifeline",true,false,""
"//ping_youreWelcome   (disabled 15.0)","vantage","madmaggie","","diag_mp_vantage_ping_youreWelcome_calm_condMadMaggie",true,false,""
"//ping_youreWelcome   (disabled 15.0)","vantage","mirage","","diag_mp_vantage_ping_youreWelcome_calm_condMirage",true,false,""
"","","","","",false,false,""
"//S14.1","","","","",false,false,""
"//ping_youreWelcome   (disabled 16.0)","rampart","seer","","diag_mp_rampart_ping_youreWelcome_calm_condSeer",true,false,""
"//ping_thanks   (disabled 16.0)","seer","rampart","","diag_mp_seer_ping_thanks_condRampart",true,false,""
"","","","","",false,false,""
"//S15","","","","",false,false,""
"bc_circleMovesNag45Sec_far","bangalore","bloodhound","","diag_mp_bangalore_bc_circleMovesNag45Sec_far_condBloodhound_%perspective%",true,false,""
"bc_ctrlLockoutBeginDisadvantage","bangalore","bloodhound","","diag_mp_bangalore_bc_ctrlLockoutBeginDisadvantage_condBloodhound_%perspective%",true,false,""
"bc_nextCircleFar","bangalore","bloodhound","","diag_mp_bangalore_bc_nextCircleFar_condBloodhound_%perspective%",true,false,""
"ping_foundtreasurepack","bangalore","bloodhound","","diag_mp_bangalore_ping_foundTreasurePack_calm_condBloodhound",true,false,""
"//ping_thanks   (disabled 16.0)","bloodhound","catalyst","","diag_mp_bloodhound_ping_thanks_condCatalyst",true,false,""
"//ping_youreWelcome   (disabled 16.0)","bloodhound","catalyst","","diag_mp_bloodhound_ping_youreWelcome_calm_condCatalyst",true,false,""
"bc_reviveThanks","catalyst","seer","","diag_mp_catalyst_bc_reviveThanks_condSeer_%perspective%",true,false,""
"bc_revivingPlayer","catalyst","seer","","diag_mp_catalyst_bc_revivingPlayer_condSeer_%perspective%",true,false,""
"ping_reviveYoureWelcome","catalyst","seer","","diag_mp_catalyst_ping_reviveYoureWelcome_calm_condSeer",true,false,""
"//ping_thanks   (disabled 16.0)","catalyst","bloodhound","","diag_mp_catalyst_ping_thanks_condBloodhound",true,false,""
"ping_thanks","catalyst","horizon","","diag_mp_catalyst_ping_thanks_condHorizon",true,false,""
"//ping_thanks   (disabled 16.0)","catalyst","loba","","diag_mp_catalyst_ping_thanks_condLoba",true,false,""
"//ping_thanks   (disabled 16.0)","catalyst","seer","","diag_mp_catalyst_ping_thanks_condSeer",true,false,""
"//ping_youreWelcome   (disabled 16.0)","catalyst","bloodhound","","diag_mp_catalyst_ping_youreWelcome_calm_condBloodhound",true,false,""
"ping_youreWelcome","catalyst","horizon","","diag_mp_catalyst_ping_youreWelcome_calm_condHorizon",true,false,""
"//ping_youreWelcome   (disabled 16.0)","catalyst","loba","","diag_mp_catalyst_ping_youreWelcome_calm_condLoba",true,false,""
"//ping_youreWelcome   (disabled 16.0)","catalyst","seer","","diag_mp_catalyst_ping_youreWelcome_calm_condSeer",true,false,""
"//ping_thanks   (disabled 16.0)","crypto","wattson","","diag_mp_crypto_ping_thanks_condWattson",true,false,""
"bc_arenasMatchStart","fuse","catalyst","","diag_mp_fuse_bc_arenasMatchStart_condGenderNeutral_%perspective%",true,false,""
"bc_hackingArmory","fuse","bloodhound","","diag_mp_fuse_bc_armoryHack_condGenderNeutral_%perspective%",true,false,""
"bc_hackingArmory","fuse","catalyst","","diag_mp_fuse_bc_armoryHack_condGenderNeutral_%perspective%",true,false,""
"bc_circleMovesNag1Min_close","fuse","bloodhound","","diag_mp_fuse_bc_circleMovesNag1Min_close_condGenderNeutral_%perspective%",true,false,""
"bc_circleMovesNag1Min_close","fuse","catalyst","","diag_mp_fuse_bc_circleMovesNag1Min_close_condGenderNeutral_%perspective%",true,false,""
"bc_circleMovesNag1Min_far","fuse","bloodhound","","diag_mp_fuse_bc_circleMovesNag1Min_far_condGenderNeutral_%perspective%",true,false,""
"bc_circleMovesNag1Min_far","fuse","catalyst","","diag_mp_fuse_bc_circleMovesNag1Min_far_condGenderNeutral_%perspective%",true,false,""
"bc_circleMoving_allOutside","fuse","bloodhound","","diag_mp_fuse_bc_circleMoving_allOutside_condGenderNeutral_%perspective%",true,false,""
"bc_circleMoving_allOutside","fuse","catalyst","","diag_mp_fuse_bc_circleMoving_allOutside_condGenderNeutral_%perspective%",true,false,""
"bc_circleTimerStartFinal","fuse","bloodhound","","diag_mp_fuse_bc_circleTimerStartFinal_condGenderNeutral_%perspective%",true,false,""
"bc_circleTimerStartFinal","fuse","catalyst","","diag_mp_fuse_bc_circleTimerStartFinal_condGenderNeutral_%perspective%",true,false,""
"bc_control_bountyCaptured","fuse","bloodhound","","diag_mp_fuse_bc_ctrlCaptureBonusGot_condGenderNeutral_%perspective%",true,false,""
"bc_control_bountyCaptured","fuse","catalyst","","diag_mp_fuse_bc_ctrlCaptureBonusGot_condGenderNeutral_%perspective%",true,false,""
"bc_ctrlLockoutBeginAdvantage","fuse","bloodhound","","diag_mp_fuse_bc_ctrlLockoutBeginAdvantage_condGenderNeutral_%perspective%",true,false,""
"bc_ctrlLockoutBeginAdvantage","fuse","catalyst","","diag_mp_fuse_bc_ctrlLockoutBeginAdvantage_condGenderNeutral_%perspective%",true,false,""
"bc_healingPhoenix","fuse","bloodhound","","diag_mp_fuse_bc_healingPhoenix_condGenderNeutral_%perspective%",true,false,""
"bc_healingPhoenix","fuse","catalyst","","diag_mp_fuse_bc_healingPhoenix_condGenderNeutral_%perspective%",true,false,""
"bc_control_iBecomeRatingsLeader","fuse","bloodhound","","diag_mp_fuse_bc_iBecomeRatingsLeader_condGenderNeutral_%perspective%",true,false,""
"bc_control_iBecomeRatingsLeader","fuse","catalyst","","diag_mp_fuse_bc_iBecomeRatingsLeader_condGenderNeutral_%perspective%",true,false,""
"bc_imJumpmaster","fuse","bloodhound","","diag_mp_fuse_bc_imJumpmaster_condGenderNeutral_%perspective%",true,false,""
"bc_imJumpmaster","fuse","catalyst","","diag_mp_fuse_bc_imJumpmaster_condGenderNeutral_%perspective%",true,false,""
"bc_newCircle_wholeSquadNotInCircle","fuse","bloodhound","","diag_mp_fuse_bc_newCircle_wholeSquadNotInCircle_condGenderNeutral_%perspective%",true,false,""
"bc_newCircle_wholeSquadNotInCircle","fuse","catalyst","","diag_mp_fuse_bc_newCircle_wholeSquadNotInCircle_condGenderNeutral_%perspective%",true,false,""
"bc_objectiveLostSquad","fuse","bloodhound","","diag_mp_fuse_bc_objectiveLostSquad_condGenderNeutral_%perspective%",true,false,""
